ID,extent
L122F00315C01S02151Rp04021.jpg,0
L1089F03254C01S08845Rp25119.jpg,0
L365F01913C39S12578Rp42918.jpg,0
223_repeat_2_2230_3599_2343.JPG,0
L354F00276C01S08045Rp23693.jpg,0
L1093F01069C01S07132Rp28122.jpg,0
L133F00088C01S01080Rp02659.jpg,0
L992F04383C01S07260Rp31884.jpg,38.26542663574219
L1115F00400C39S13979Ip.jpg,0
L331F04164C01S07715Rp21721.jpg,0
L353F02184C01S07325Rp22227.jpg,0
L1084F01037C39S11577Rp38397.jpg,47.46536636352539
L141F03420C01S03149Rp01257.jpg,0
L428F02307C02S10108Rp27203.jpg,0
L433F03213C01S01275Rp02421.jpg,0
L232F04072C41S14681Rp36685.jpg,0
L122F01516C39S13115Rp44699.jpg,27.913463592529297
L1122F04424C39S11774Rp39798.jpg,45.25829315185547
L415F00225C01S01067Rp14396.jpg,29.671154022216797
L433F01524C01S01174Ip.jpg,0
L1133F01842C01S01532Rp01950.jpg,0
L1093F02049C01S07127Rp28101.jpg,0
L134F00875C39S14272Rp34301.jpg,0
L1089F02252C39S11756Rp32622.jpg,0
225_repeat_2_1197_253_160.JPG,0
L1133F03447C39S12112Rp38280.jpg,0
L231F01851C41S12233Ip.jpg,0
L134F00879C39S14248Rp44211.jpg,33.15326690673828
L428F01438C39S12419Rp45822.jpg,0
L322F01031C01S01539Rp02787.jpg,0
L1122F00311C39S12127Rp37373.jpg,36.480079650878906
L341F01560C01S08103Rp31056.jpg,70.32421112060547
L1094F00039C39S11645Rp32950.jpg,0
L323F03196C01S07824Rp19277.jpg,0
L1084F02394C01S07653Rp17026.jpg,0
L1116F00462C01S07593Rp31776.jpg,0
L332F00524C01S00386Rp07710.jpg,0
L323F00157C01S07834Rp16209.jpg,0
L332F01120C39S12307Ip.jpg,0
L1142F01857C20S10718Rp19758.jpg,0
L311F01586C01S09291Rp19090.jpg,0
L354F02909C01S03226Rp07830.jpg,0
L121F01791C01S02638Ip.jpg,0
L361F02348C01S03587Rp05295.jpg,0
L428F00372C20S11121Rp23657.jpg,0
L1123F01353C39S11929Rp37496.jpg,0
L361F01927C01S04909Rp07104.jpg,0
L1149F01231C01S08172Rp18704.jpg,0
L133F03016C01S09849Rp26696.jpg,47.11618423461914
L121F00590C39S12933Ip.jpg,0
L134F04023C01S08195Rp16944.jpg,0
L378F02336C01S01289Rp01134.jpg,0
L435F00204C39S12244Rp48463.jpg,66.48100280761719
L1153F01316C39S14141Ip.jpg,0
L1139F00045C39S11784Rp33650.jpg,0
78_initial_1_2601_2601.JPG,32.481101989746094
L232F04075C02S08612Rp15905.jpg,0
L1089F02358C39S11531Ip.jpg,0
L323F01578C01S03999Rp14693.jpg,48.992408752441406
L1153F02240C01S08543Rp28879.jpg,22.27074432373047
L1094F04323C39S11656Rp34134.jpg,0
L221F01487C01S03310Rp05631.jpg,0
L406F04319C01S07774Rp21528.jpg,0
L142F03485C01S06815Rp16714.jpg,0
L1153F02897C39S11830Rp33477.jpg,0
L342F02125C01S03415Rp13565.jpg,81.43419647216797
L1133F00440C01S07407Rp19520.jpg,0
L231F03506C03S08758Rp20114.jpg,0
23_repeat_2_2260_4969_3343.JPG,0
L1116F01905C39S11843Rp42282.jpg,71.64716339111328
L124F00332C01S00244Rp03975.jpg,0
L323F02382C01S01274Rp12977.jpg,48.73575210571289
L144F02485C01S01291Ip.jpg,0
L134F00823C39S14202Ip.jpg,0
L376F03197C39S14800Dp46488.jpg,50.95124816894531
L365F03201C01S09124Rp24566.jpg,0
L1122F00533C01S09660Rp16819.jpg,0
113_initial_1_2405_2405.JPG,0
L1093F02099C39S11953Ip.jpg,0
L231F02528C41S14564Dp42197.jpg,0
L133F01859C01S00302Rp09063.jpg,0
L361F03008C01S09322Rp17687.jpg,45.30845260620117
L121F00595C01S06814Rp22973.jpg,0
235_repeat_2_1126_267_180.JPG,0
L121F00595C01S06814Rp26309.jpg,15.671358108520508
L322F02266C39S13035Rp34795.jpg,0
L121F03212C01S07133Rp28736.jpg,25.069686889648438
L125F02401C01S13947Rp43483.jpg,0
74_repeat_2_1586_2699_1696.JPG,0
226_repeat_2_1078_2440_1464.JPG,0
L133F00494C01S02756Rp06235.jpg,0
L134F00780C39S14177Rp47616.jpg,68.01712036132812
L321F03728C01S05641Rp11801.jpg,0
L1122F01711C01S09661Rp16816.jpg,0
L1094F00322C01S01964Rp08040.jpg,83.65917205810547
L353F03620C01S01305Rp08685.jpg,0
L433F00647C01S01268Rp13054.jpg,32.07114791870117
L221F01712C39S13034Ip.jpg,0
L415F04518C39S12708Ip.jpg,0
L323F03196C01S01307Rp07592.jpg,0
L1155F04254C01S07809Rp17352.jpg,0
215_repeat_2_3324_5398_3777.JPG,0
L428F04477C02S09257Rp19571.jpg,0
L1136F02783C01S00638Rp00208.jpg,0
90_repeat_2_1188_1474_1086.JPG,0
L325F00525C39S12927Rp48675.jpg,59.17258834838867
L1133F00552C39S12110Ip.jpg,0
L1089F02252C39S11756Rp38305.jpg,0
L122F00609C01S06785Rp26477.jpg,0
L131F03902C42S12641Rp32980.jpg,0
L376F00307C39S14383Rp38788.jpg,0
232_repeat_2_1269_3584_2332.JPG,0
214_repeat_2_2417_4918_3290.JPG,0
L124F03150C39S13300Rp45805.jpg,0
L1146F01681C39S14976Rp37045.jpg,19.62047576904297
L1094F04338C39S12054Rp36649.jpg,27.860008239746094
L1155F04246C01S07835Rp29903.jpg,36.90613555908203
L221F03181C39S13393Rp32968.jpg,0
217_repeat_2_2051_1165_868.JPG,0
L121F00591C01S03995Rp07027.jpg,0
L331F04174C39S12611Rp40726.jpg,0
20_repeat_2_1259_5396_3775.JPG,0
224_repeat_2_1097_2404_1441.JPG,0
L373F00969C01S07946Rp22339.jpg,0
L321F03501C01S08268Rp15723.jpg,0
L131F03899C01S01625Rp01002.jpg,0
L361F01626C01S08999Rp22740.jpg,0
L125F01661C01S05155Ip.jpg,0
L1083F00021C39S12454Ip.jpg,0
L1094F00322C01S07709Rp24797.jpg,0
L378F02336C39S12563Rp45717.jpg,0
L1155F04263C01S08332Rp21363.jpg,0
L1095F00486C01S09172Rp19636.jpg,0
L1089F01430C01S07468Rp17702.jpg,0
L353F01923C01S02451Rp14347.jpg,72.08810424804688
L361F01181C39S12760Rp38713.jpg,0
L121F00604C39S12963Dp35317.jpg,0
L331F04670C01S08134Rp23115.jpg,0
L1142F00326C39S12368Rp34738.jpg,42.659278869628906
L331F04680C39S14133Rp44815.jpg,0
L121F03251C01S02498Rp02238.jpg,0
L1150F02723C42S11861Ip.jpg,0
L1150F01137C01S05422Rp04598.jpg,0
L1093F00393C01S07238Rp19686.jpg,0
L433F00426C01S01260Rp09655.jpg,0
L222F01676C39S12795Rp43929.jpg,0
L1116F03178C02S09052Rp32212.jpg,0
L1116F00909C01S00803Rp09582.jpg,43.67753601074219
L1124F00356C01S07350Rp31981.jpg,0
L134F00871C39S14212Rp40014.jpg,0
L133F01497C39S14731Rp41188.jpg,0
L428F01635C01S10344Rp25918.jpg,0
L1122F00056C39S12132Dp39089.jpg,0
L1094F04273C39S12026Rp36241.jpg,0
L222F02540C01S03639Rp11427.jpg,61.6328125
L406F00105C01S14393Rp35625.jpg,0
L134F00823C39S14202Rp46003.jpg,24.873489379882812
L1089F01772C01S08289Rp31305.jpg,36.70051574707031
L141F02482C39S12556Rp42321.jpg,0
202_repeat_2_1424_975_649.JPG,0
L133F00696C39S13665Rp46910.jpg,67.83716583251953
L1094F02632C01S09033Rp21482.jpg,0
L1133F01598C39S12186Rp33138.jpg,0
L113F01355C01S10049Rp25335.jpg,0
L133F00737C01S06945Rp23954.jpg,0
L1084F00024C01S01386Rp06737.jpg,0
126_repeat_2_2248_2882_1842.JPG,0
L121F01814C01S07329Rp30051.jpg,30.434951782226562
L398F01059C39S13297Rp34018.jpg,0
L321F01932C42S13025Rp34349.jpg,0
L992F04379C01S07408Rp19343.jpg,0
L144F00933C01S07452Rp21610.jpg,25.953876495361328
L141F02777C39S12562Ip.jpg,0
L1122F04424C39S11774Rp41113.jpg,74.38141632080078
L1094F02821C01S07515Rp25434.jpg,18.105548858642578
L331F01113C01S07070Rp18501.jpg,0
L410F01795C39S12338Rp47310.jpg,16.53116226196289
L134F00803C39S14179Rp46005.jpg,35.61515808105469
L1083F01382C01S00919Rp07202.jpg,0
L124F01249C01S00537Ip.jpg,0
L341F03295C39S13251Rp40679.jpg,0
L142F00096C39S12591Rp38507.jpg,0
L435F00200C01S07377Rp26945.jpg,0
L221F02767C42S13030Rp45716.jpg,19.069782257080078
L121F01703C39S12978Rp39006.jpg,0
L331F04678C39S14131Rp38940.jpg,0
L134F00754C01S07412Rp15432.jpg,0
L341F01307C39S12276Ip.jpg,0
L124F02941C01S01210Rp09261.jpg,0
